Step	Mean_DeltaT	Std_DeltaT	N_Replicas
1000	1.612653333333333	10.056078361057722	3
2000	2.916583333333333	8.373947614860827	3
3000	0.6366933333333332	6.44921875792978	3
4000	1.9241666666666664	6.944176521246658	3
5000	1.7404833333333327	7.381259308182671	3
6000	6.610726666666667	8.643809521971972	3
7000	4.060393333333334	5.154954283428063	3
8000	0.30866999999999994	11.562444540091857	3
9000	1.0710233333333339	14.960012593030573	3
10000	0.33024333333333306	14.413651409078593	3
11000	-0.5148500000000004	10.509664827790655	3
12000	2.63036	10.24554587443734	3
13000	5.186653333333333	9.662026655533163	3
14000	7.972650000000001	10.182237083868161	3
15000	6.155524333333333	8.304327747332492	3
16000	1.992396666666667	9.053604776553554	3
17000	3.041021	11.219755169424287	3
18000	5.4727326666666665	7.053875359335557	3
19000	1.64163	3.138306727313313	3
20000	2.3997146666666667	6.288158654034211	3
21000	1.2495766666666663	4.580969148469932	3
22000	1.0641949999999998	2.2050406098575603	3
23000	0.6663100000000001	3.1845224662576963	3
24000	-0.6047313333333334	5.060699858472673	3
25000	-0.5606533333333333	3.3936126305507135	3
26000	-0.3748913333333334	0.821370246659406	3
27000	-2.178011	2.524933308109939	3
28000	5.15308	3.683049213097756	3
29000	5.7777400000000005	4.767299854959828	3
30000	3.178873666666666	7.407353138655557	3
31000	2.0322199999999997	8.739700954317602	3
32000	0.6192936666666665	7.813951580894288	3
33000	5.351741333333333	8.377763611898901	3
34000	3.7267336666666666	8.621577626162184	3
35000	1.5265133333333332	2.5530421329530255	3
36000	1.0453260000000002	3.363023945788671	3
37000	-0.35623333333333324	7.846520148233441	3
38000	0.12525999999999993	6.643926004908543	3
39000	0.03439266666666659	4.676171052436099	3
40000	0.453487	4.006845271551797	3
41000	4.000965666666667	5.9060335987688335	3
42000	2.362225	3.1622301432177577	3
43000	3.147063333333333	6.543812581808354	3
44000	2.2741536666666664	1.927278179052088	3
45000	0.5274683333333332	4.842642386823369	3
46000	1.52838	4.471707153548855	3
47000	3.0520033333333334	1.071425388178446	3
