Step	Mean_DeltaT	Std_DeltaT	N_Replicas
1000	26.338066666666666	2.560213280829027	3
2000	23.452700000000004	2.9071277732497416	3
3000	21.2591	2.270901849486234	3
4000	20.285300000000003	1.629410973327478	3
5000	19.544333333333334	3.0029609476870207	3
6000	18.71043333333333	1.8052478343245097	3
7000	17.442866666666664	2.6307059933282795	3
8000	17.387066666666666	5.093501217564725	3
9000	17.15363333333333	1.3129322043934073	3
10000	16.0184	1.2799124227852459	3
11000	14.763766666666667	1.2851852836588717	3
12000	15.1265	2.5993934850268436	3
13000	15.727066666666667	3.908657941459362	3
14000	15.127836666666667	6.7929671820224	3
15000	17.022000000000002	3.4393514897433786	3
16000	14.889466666666666	3.7070879033728517	3
17000	12.591686666666666	3.115796649098483	3
18000	12.192433333333334	3.170652679391631	3
19000	10.823926666666667	2.9856879971178056	3
20000	11.069560000000001	2.1393932870793066	3
21000	11.118699999999999	0.5854676677665469	3
22000	9.624663333333332	1.81575957880809	3
23000	8.74873	2.62002305884891	3
24000	9.86528	1.907215412374806	3
25000	11.651233333333332	1.5295122109134445	3
26000	11.66576	2.932671261290635	3
27000	11.513683333333333	1.480342732556665	3
28000	11.757446666666667	2.545948633129375	3
29000	11.010636666666665	4.924164993481974	3
30000	10.431316666666666	5.2522720348658005	3
31000	10.43398	5.521683846907572	3
32000	10.941586666666668	5.040581266851406	3
33000	10.343580000000001	2.2125973237803573	3
34000	10.507063333333333	2.344225369292239	3
35000	10.081973333333332	2.689795086718194	3
36000	8.703330000000001	2.1755080656481147	3
37000	9.552323333333334	5.393721190646892	3
38000	9.678856666666666	4.936348550865643	3
39000	7.88663	4.879180794487943	3
40000	8.039773333333335	4.680087583115655	3
41000	8.34258	4.851902921009446	3
42000	8.507173333333332	3.8925489802484607	3
43000	10.183736666666666	4.978765411749517	3
44000	11.418933333333333	5.394940604245178	3
45000	7.64652	6.169080332975087	3
46000	8.680643666666667	7.78618291664281	3
47000	8.236076666666666	6.985940087034337	3
48000	8.150036666666667	4.940430995878127	3
49000	8.711846666666666	5.12778860002373	3
50000	9.799356666666666	4.391723150385658	3
51000	9.629546666666666	3.314738277712636	3
52000	7.6335766666666665	3.1317682185042583	3
53000	6.778543333333334	2.287993341103364	3
54000	6.981786666666667	1.6283748706711654	3
55000	5.236196666666666	2.091020992394226	3
56000	5.10597	1.6802231993696553	3
57000	4.1017133333333335	1.0056104403462272	3
58000	4.30379	1.0237972190331444	3
59000	6.253833333333333	1.3322410159702087	3
60000	6.226643333333333	1.896756974794961	3
61000	6.9558	0.8416346069405651	3
62000	7.1799566666666665	2.5442384698438416	3
63000	6.350270000000001	3.172160163406003	3
64000	5.208686666666666	1.7603533641383862	3
65000	3.9845666666666664	1.3789952282851934	3
66000	5.054833333333334	1.8775840023107713	3
67000	3.7839066666666663	0.8868314290964958	3
68000	4.0312399999999995	2.024323192748628	3
69000	3.3596233333333334	1.9454582021038986	3
70000	3.63911	1.471508391447361	3
71000	4.209794	4.328149209233434	3
72000	2.847405333333333	3.714895907982529	3
73000	4.711873333333333	1.3795693474535207	3
74000	5.049313333333333	1.1588624412471629	3
