Step	Mean_DeltaT	Std_DeltaT	N_Replicas
1000	19.5059	5.89133085813384	2
2000	12.71075	2.5042186655721586	2
3000	8.734210000000001	0.6386588447676897	2
4000	11.1155	0.8271735126320235	2
5000	8.485425	0.11397854205945925	2
6000	8.794405000000001	6.776197213042873	2
7000	4.93917	0.9671523710357126	2
8000	5.777175	9.329036540889417	2
9000	8.10305	5.2783399895232215	2
10000	6.2517	0.050006591565513035	2
11000	4.263475	1.197690394905962	2
12000	1.8321399999999999	4.8136576971986695	2
13000	1.9767005	4.129502895022656	2
14000	-0.5503799999999996	11.325771740671803	2
15000	2.50862	6.331688677185575	2
16000	4.130885	3.6082456962421503	2
17000	4.977038	5.6717770310025415	2
18000	2.1668950000000002	5.177626770678821	2
19000	-2.2702949999999995	10.397899151331004	2
20000	-3.933925	2.121341556763078	2
21000	0.10894100000000001	0.7644305137237787	2
22000	-2.7662075	3.1003980704600655	2
23000	-6.579905	1.0375731353740802	2
24000	-3.5070475	4.1483303201785295	2
25000	-4.82191	2.60387829531259	2
26000	-9.889230000000001	3.398595606688151	2
27000	-3.191655	7.453930778538932	2
28000	-1.108845	4.408082460713501	2
29000	-3.72399	3.083254266550198	2
30000	-7.314069999999999	6.300788110847721	2
31000	-8.528554999999999	7.411532655938985	2
32000	-3.0071250000000003	7.424557562848443	2
33000	-1.9766650000000001	9.543827296742643	2
34000	-6.6770320000000005	8.35512847166625	2
35000	-5.63174155	8.061099966309362	2
36000	-5.3048	0.8812530392571708	2
37000	-5.128695	3.0620057077755423	2
38000	-6.666805	1.163240152526554	2
39000	-6.567895	3.741450471682072	2
40000	0.48202999999999996	6.989340410095934	2
41000	2.6359399999999997	8.303993337677964	2
42000	0.8119349999999996	10.894754802199541	2
43000	-0.7778850000000004	10.000490998168539	2
44000	-0.8208449999999998	11.241392688472812	2
45000	-4.036395	8.80391076090904	2
46000	-6.52249	2.1112511429955467	2
47000	-9.24679	1.3901860739483751	2
48000	-5.068215	2.6740020748028597	2
49000	-1.9860224999999998	2.2424724839142396	2
50000	-2.315345	5.099760171934559	2
51000	1.37539	10.469550281468637	2
52000	4.09614	12.92076422272305	2
53000	1.8111549999999998	12.579210434206512	2
54000	3.3016050000000003	15.48506575149263	2
55000	3.344804	5.549820910237735	2
56000	0.38031499999999996	7.579710932776394	2
57000	2.602725	0.6124181121178568	2
58000	5.237495000000001	4.140456686170017	2
59000	5.05678	1.9855982679786968	2
60000	4.514965	2.999554036861147	2
61000	0.7553999999999998	4.798483185674407	2
62000	-0.3217749999999999	2.5749646990298722	2
63000	2.07141	7.0898768522450375	2
64000	2.2433549999999998	14.269337062598598	2
65000	-0.8713150000000001	12.553273757472592	2
66000	-2.9663449999999996	12.83081316908831	2
67000	-1.1225699999999998	6.689173581482245	2
68000	0.7919535	0.4204266002104291	2
69000	-2.9097145	3.7058695655595466	2
70000	-5.53593	2.1906309502515477	2
71000	-3.9374350000000002	9.081040050591673	2
72000	0.5897400000000002	3.773220779360784	2
73000	3.24212	6.387550112899311	2
74000	0.16101	2.7561183853020537	2
75000	-2.4358525	4.03374366628725	2
76000	-3.6327299999999996	7.414962123827741	2
77000	-5.02632	1.5145661567590893	2
78000	-4.52063	1.8678367046398887	2
79000	-0.68798	11.087080775614472	2
80000	1.64501	8.271409857200887	2
81000	-2.10239	8.414980818053005	2
82000	-3.13643	7.469833610047816	2
83000	0.41220999999999997	7.264673648554352	2
84000	0.9748495	2.727679257669512	2
85000	3.316369	6.083863306728875	2
86000	-2.9931349999999997	8.82434614688533	2
87000	-2.76951	1.6297397092787547	2
88000	-4.97521595	6.927205593730188	2
89000	-1.1469175	0.2248352076799806	2
90000	-3.8611950000000004	1.0192873540125966	2
91000	-5.5950050000000005	1.0981721865217675	2
92000	-5.854255	8.612624234462455	2
93000	-3.4040549999999996	8.014270476222398	2
94000	-4.186490000000001	11.11417710746954	2
95000	-3.6748750000000006	11.378514835480507	2
96000	-7.557225	7.041758235785293	2
97000	-5.05506	10.199081937664781	2
98000	1.0907999999999998	18.049890539280288	2
99000	-1.6626799999999995	11.644988025970656	2
100000	-2.773925	0.2259842561994089	2
101000	-3.36408	2.3043478628019685	2
102000	1.569365	0.22875611478165997	2
103000	-5.85225	3.0737366092754272	2
104000	-0.07692999999999994	1.6870012164192414	2
105000	-1.546055	5.206448443079985	2
